Unnamed: 0,Unnamed: 1,"Schweizerische Eidgenossenschaft
Confédération suisse
Confederazione Svizzera
Confederaziun svizra",Swiss automatic road traffic counts (SARTC),Unnamed: 4,Unnamed: 5,Unnamed: 6,source_file
521,CAVIANO DOGANA DIRINELLA,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
535,"LAUSANNE, BELMONT (AR)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
538,MONTREUX (AR),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
581,"WOLLISHOFEN, ENTLISBERG (AB) - ZH1213",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
601,"ST.GALLEN, SCHORENTUNNEL",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
604,"SEVELEN, RASTPLATZ (AB)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
605,"ST.GALLEN, ANSCHL. BREITFELD",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
607,THALWIL (AB) - ZH104,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
639,WINTERTHUR TOESS (AB) - ZH105,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
692,GLARUS S,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
726,ECUVILLENS (AR),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
749,CHAMPFER S,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
769,HERBLINGEN,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
780,CAMORINO,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
816,SISSACH (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
817,EFFINGEN (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
837,SCHWAMENDINGEN (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
856,OBEROHRINGEN (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
